AKC_ID,year,month,Group_SSMU_Code,SSMU_Code,Krill_Green_Weight/tons,wq
10019,1985,12,AP,APDPE,317,Y
10020,1985,12,AP,APDPW,188,Y
10021,1985,12,AP,APEI,1404,Y
10022,1985,12,AP,APPA,474,Y
10023,1985,12,AP,APW,549,Y
10024,1985,12,SG,,4078,N
10025,1985,12,SO,,9528,N
10026,1985,12,SS,SSPA,1,Y
10027,1986,1,AP,APBSE,17,Y
10028,1986,1,AP,APDPE,3382,Y
10029,1986,1,AP,APDPW,2768,Y
10030,1986,1,AP,APEI,1541,Y
10031,1986,1,AP,APPA,1510,Y
10032,1986,1,AP,APW,906,Y
10033,1986,1,SO,,26826,N
10034,1986,2,AP,APBSE,32,Y
10035,1986,2,AP,APDPE,8228,Y
10036,1986,2,AP,APDPW,175,Y
10037,1986,2,AP,APEI,10996,Y
10038,1986,2,AP,APPA,79,Y
10039,1986,2,SO,,25238,N
10040,1986,3,AP,APBSE,3,Y
10041,1986,3,AP,APDPE,53,Y
10042,1986,3,AP,APDPW,1111,Y
10043,1986,3,AP,APEI,5539,Y
10044,1986,3,AP,APPA,14,Y
10045,1986,3,SO,,78094,N
10046,1986,4,AP,,1233,N
10047,1986,4,SG,,48,N
10048,1986,4,SO,,52981,N
10049,1986,5,AP,,252,N
10050,1986,5,SG,,31938,N
10051,1986,5,SO,,32628,N
10052,1986,6,SG,,45346,N
10053,1986,7,SG,,16514,N
10054,1986,8,SG,,4520,N
10055,1986,9,SG,,6372,N
10056,1986,10,SG,,1748,N
10057,1986,10,SO,SOW,669,Y
10058,1986,11,AP,APDPE,151,Y
10059,1986,11,AP,APPA,124,Y
10060,1986,11,SG,,32,N
10061,1986,11,SO,SOW,1131,Y
10062,1986,12,AP,APDPE,440,Y
10063,1986,12,AP,APEI,2825,Y
10064,1986,12,AP,APPA,350,Y
10065,1986,12,SG,,58,N
10066,1986,12,SO,SONE,194,Y
10067,1986,12,SO,SOPA,559,Y
10068,1986,12,SO,SOW,5856,Y
10069,1987,1,AP,APBSW,1,Y
10070,1987,1,AP,APDPE,5402,Y
10071,1987,1,AP,APDPW,61,Y
10072,1987,1,AP,APEI,10461,Y
10073,1987,1,AP,APPA,2364,Y
10074,1987,1,SG,,16974,N
10075,1987,1,SO,SONE,488,Y
10076,1987,1,SO,SOPA,436,Y
10077,1987,1,SO,SOW,4418,Y
10078,1987,2,AP,APBSE,12,Y
10079,1987,2,AP,APBSW,0,Y
10080,1987,2,AP,APDPE,3522,Y
10081,1987,2,AP,APDPW,0,Y
10082,1987,2,AP,APEI,17964,Y
10083,1987,2,AP,APPA,179,Y
10084,1987,2,SG,,16098,N
10085,1987,2,SO,SOPA,30,Y
10086,1987,2,SO,SOW,3209,Y
10087,1987,3,AP,APDPE,2093,Y
10088,1987,3,AP,APDPW,386,Y
10089,1987,3,AP,APEI,18030,Y
10090,1987,3,AP,APPA,443,Y
10091,1987,3,SG,,15608,N
10092,1987,3,SO,SOW,2912,Y
10093,1987,4,AP,APDPE,344,Y
10094,1987,4,AP,APDPW,1335,Y
10095,1987,4,AP,APEI,4055,Y
10096,1987,4,SG,,65176,N
10097,1987,5,SG,,67628,N
10098,1987,6,SG,,45478,N
10099,1987,7,SG,SGE,38604,Y
10100,1987,8,SG,SGE,25101,Y
10101,1987,9,SG,SGE,16893,Y
10102,1987,10,SG,SGE,4516,Y
10103,1987,11,SO,SOW,325,Y
10104,1987,12,AP,APDPE,1,Y
10105,1987,12,AP,APEI,562,Y
10106,1987,12,AP,APPA,257,Y
10107,1987,12,SO,SONE,44,Y
10108,1987,12,SO,SOPA,303,Y
10109,1987,12,SO,SOW,544,Y
10110,1988,1,AP,APBSW,0,Y
10111,1988,1,AP,APDPE,6800,Y
10112,1988,1,AP,APDPW,7300,Y
10113,1988,1,AP,APEI,2454,Y
10114,1988,1,AP,APPA,1543,Y
10115,1988,1,AP,APW,28,Y
10116,1988,1,SO,SOPA,400,Y
10117,1988,1,SO,SOW,15674,Y
10118,1988,2,AP,APBSW,50,Y
10119,1988,2,AP,APDPE,2577,Y
10120,1988,2,AP,APDPW,23289,Y
10121,1988,2,AP,APEI,944,Y
10122,1988,2,AP,APPA,13,Y
10123,1988,2,SG,SGW,14,Y
10124,1988,2,SO,SONE,4306,Y
10125,1988,2,SO,SOW,10273,Y
10126,1988,3,AP,APDPE,862,Y
10127,1988,3,AP,APDPW,12933,Y
10128,1988,3,AP,APEI,9108,Y
10129,1988,3,AP,APPA,128,Y
10130,1988,3,SG,SGW,10,Y
10131,1988,3,SO,SOPA,26,Y
10132,1988,3,SO,SOSE,19303,Y
10133,1988,3,SO,SOW,2130,Y
10134,1988,4,AP,APEI,10070,Y
10135,1988,4,SG,SGE,16428,Y
10136,1988,4,SO,SOW,40681,Y
10137,1988,5,SG,SGE,41025,Y
10138,1988,5,SO,SOW,650,Y
10139,1988,6,SG,SGE,47901,Y
10140,1988,7,SG,SGE,288,Y
10141,1988,7,SG,SGPA,62406,Y
10142,1988,8,SG,SGE,348,Y
10143,1988,8,SG,SGPA,37451,Y
10144,1988,9,SG,SGPA,5779,Y
10145,1988,10,SO,SOPA,553,Y
10146,1988,11,SO,SOPA,3394,Y
10147,1988,12,AP,APDPE,1171,Y
10148,1988,12,AP,APEI,115,Y
10149,1988,12,AP,APPA,672,Y
10150,1988,12,AP,APW,35,Y
10151,1988,12,SG,SGPA,192,Y
10152,1988,12,SO,SOPA,27513,Y
10153,1988,12,SO,SOW,11,Y
10154,1989,1,AP,APDPE,1105,Y
10155,1989,1,AP,APDPW,4013,Y
10156,1989,1,AP,APEI,25890,Y
10157,1989,1,AP,APPA,4198,Y
10158,1989,1,SG,SGPA,267,Y
10159,1989,1,SO,SOPA,20275,Y
10160,1989,1,SO,SOW,993,Y
10161,1989,2,AP,APBSW,14,Y
10162,1989,2,AP,APDPE,3618,Y
10163,1989,2,AP,APDPW,25097,Y
10164,1989,2,AP,APEI,5515,Y
10165,1989,2,AP,APPA,488,Y
10166,1989,2,SG,SGPA,900,Y
10167,1989,2,SO,SOPA,17719,Y
10168,1989,2,SO,SOW,1708,Y
10169,1989,3,AP,APBSW,7,Y
10170,1989,3,AP,APDPE,217,Y
10171,1989,3,AP,APDPW,13599,Y
10172,1989,3,AP,APEI,10962,Y
10173,1989,3,AP,APPA,82,Y
10174,1989,3,SG,SGE,5706,Y
10175,1989,3,SG,SGPA,29,Y
10176,1989,3,SO,SOPA,7370,Y
10177,1989,3,SO,SOW,2664,Y
10178,1989,4,AP,APDPE,3957,Y
10179,1989,4,AP,APDPW,4296,Y
10180,1989,4,AP,APEI,489,Y
10181,1989,4,AP,APPA,15,Y
10182,1989,4,SG,SGE,29422,Y
10183,1989,4,SG,SGPA,20,Y
10184,1989,4,SO,SONE,14,Y
10185,1989,4,SO,SOPA,14,Y
10186,1989,4,SO,SOW,178,Y
10187,1989,5,SG,SGE,34001,Y
10188,1989,6,SG,SGE,29545,Y
10189,1989,7,SG,SGE,33960,Y
10190,1989,8,SG,SGE,16006,Y
10191,1989,9,SG,SGE,7755,Y
10192,1989,10,SG,SGE,701,Y
10193,1989,10,SO,SOW,538,Y
10194,1989,11,SG,SGE,112,Y
10195,1989,11,SO,SOW,9104,Y
10196,1989,12,AP,APDPE,316,Y
10197,1989,12,AP,APDPW,309,Y
10198,1989,12,AP,APEI,1180,Y
10199,1989,12,AP,APPA,353,Y
10200,1989,12,AP,APW,8,Y
10201,1989,12,SG,SGE,2261,Y
10202,1989,12,SO,SOW,27776,Y
10203,1990,1,AP,APDPE,7227,Y
10204,1990,1,AP,APDPW,3730,Y
10205,1990,1,AP,APEI,2985,Y
10206,1990,1,AP,APPA,159,Y
10207,1990,1,SO,SOPA,8527,Y
10208,1990,1,SO,SOW,10064,Y
10209,1990,2,AP,APBSE,11,Y
10210,1990,2,AP,APDPE,1132,Y
10211,1990,2,AP,APDPW,3170,Y
10212,1990,2,AP,APEI,9820,Y
10213,1990,2,AP,APPA,168,Y
10214,1990,2,SO,SOPA,16542,Y
10215,1990,3,AP,APDPW,53,Y
10216,1990,3,AP,APEI,7266,Y
10217,1990,3,AP,APPA,51,Y
10218,1990,3,SO,SOPA,25981,Y
10219,1990,4,AP,APDPE,2754,Y
10220,1990,4,AP,APDPW,73,Y
10221,1990,4,AP,APEI,1367,Y
10222,1990,4,AP,APPA,343,Y
10223,1990,4,SO,SOPA,30758,Y
10224,1990,4,SO,SOW,13005,Y
10225,1990,5,SG,SGPA,1009,Y
10226,1990,5,SO,SONE,0,Y
10227,1990,5,SO,SOW,57196,Y
10228,1990,6,SG,SGE,9343,Y
10229,1990,6,SG,SGPA,10222,Y
10230,1990,6,SO,SOW,21027,Y
10231,1990,7,SG,SGE,35625,Y
10232,1990,7,SG,SGPA,48,Y
10233,1990,7,SG,SGW,3927,Y
10234,1990,8,SG,SGE,23223,Y
10235,1990,8,SG,SGW,2564,Y
10236,1990,9,SG,SGE,17851,Y
10237,1990,9,SG,SGPA,80,Y
10238,1990,9,SG,SGW,739,Y
10239,1990,10,AP,APEI,688,Y
10240,1990,10,SG,SGE,388,Y
10241,1990,10,SO,SONE,2405,Y
10242,1990,11,AP,APEI,1587,Y
10243,1990,11,SG,SGE,534,Y
10244,1990,11,SO,SONE,10252,Y
10245,1990,12,AP,APBSE,1017,Y
10246,1990,12,AP,APDPE,85,Y
10247,1990,12,AP,APDPW,6,Y
10248,1990,12,AP,APEI,1430,Y
10249,1990,12,AP,APPA,105,Y
10250,1990,12,SG,SGE,930,Y
10251,1990,12,SO,SONE,12616,Y
10252,1990,12,SO,SOPA,4,Y
10253,1990,12,SO,SOW,2779,Y
10254,1991,1,AP,APDPE,5274,Y
10255,1991,1,AP,APDPW,6980,Y
10256,1991,1,AP,APEI,86,Y
10257,1991,1,AP,APPA,485,Y
10258,1991,1,AP,APW,1,Y
10259,1991,1,SO,SOW,15188,Y
10260,1991,2,AP,APBSW,439,Y
10261,1991,2,AP,APDPE,1099,Y
10262,1991,2,AP,APDPW,11636,Y
10263,1991,2,AP,APEI,22,Y
10264,1991,2,AP,APPA,86,Y
10265,1991,2,SO,SOPA,17,Y
10266,1991,2,SO,SOW,27115,Y
10267,1991,3,AP,APDPE,1501,Y
10268,1991,3,AP,APDPW,7734,Y
10269,1991,3,AP,APEI,11170,Y
10270,1991,3,SO,SOPA,40,Y
10271,1991,3,SO,SOW,30452,Y
10272,1991,4,AP,APDPE,315,Y
10273,1991,4,AP,APDPW,17,Y
10274,1991,4,AP,APEI,12875,Y
10275,1991,4,SO,SOW,47972,Y
10276,1991,5,SG,SGE,10899,Y
10277,1991,5,SG,SGPA,17,Y
10278,1991,5,SG,SGW,2,Y
10279,1991,5,SO,SONE,293,Y
10280,1991,5,SO,SOSE,202,Y
10281,1991,5,SO,SOW,17921,Y
10282,1991,6,SG,SGE,26685,Y
10283,1991,6,SG,SGPA,2,Y
10284,1991,6,SG,SGW,48,Y
10285,1991,7,SG,SGE,28713,Y
10286,1991,7,SG,SGPA,696,Y
10287,1991,7,SG,SGW,6673,Y
10288,1991,8,SG,SGE,13791,Y
10289,1991,8,SG,SGPA,7414,Y
10290,1991,8,SG,SGW,143,Y
10291,1991,9,SG,SGE,3709,Y
10292,1991,9,SG,SGW,1078,Y
10293,1991,10,AP,APPA,219,Y
10294,1991,10,SG,SGE,38,Y
10295,1991,10,SG,SGW,804,Y
10296,1991,11,AP,APEI,4045,Y
10297,1991,11,AP,APPA,3035,Y
10298,1991,11,SG,SGPA,28,Y
10299,1991,11,SO,SONE,152,Y
10300,1991,11,SO,SOPA,5062,Y
10301,1991,11,SO,SOW,170,Y
10302,1991,12,AP,APDPE,25,Y
10303,1991,12,AP,APDPW,2519,Y
10304,1991,12,AP,APPA,90,Y
10305,1991,12,AP,APW,18,Y
10306,1991,12,SO,SONE,1363,Y
10307,1991,12,SO,SOPA,18612,Y
10308,1991,12,SO,SOW,5745,Y
10309,1992,1,AP,APBSE,92,Y
10310,1992,1,AP,APDPE,4808,Y
10311,1992,1,AP,APDPW,10707,Y
10312,1992,1,AP,APEI,716,Y
10313,1992,1,AP,APPA,596,Y
10314,1992,1,SO,SOPA,11966,Y
10315,1992,1,SO,SOW,4746,Y
10316,1992,2,AP,APBSW,5,Y
10317,1992,2,AP,APDPE,3061,Y
10318,1992,2,AP,APDPW,12912,Y
10319,1992,2,AP,APEI,1149,Y
10320,1992,2,AP,APPA,386,Y
10321,1992,2,SG,,230,N
10322,1992,2,SO,SONE,1068,Y
10323,1992,2,SO,SOPA,697,Y
10324,1992,2,SO,SOW,11643,Y
10325,1992,3,AP,APDPE,1028,Y
10326,1992,3,AP,APDPW,13963,Y
10327,1992,3,AP,APEI,3493,Y
10328,1992,3,AP,APPA,171,Y
10329,1992,3,SO,SONE,603,Y
10330,1992,3,SO,SOPA,11049,Y
10331,1992,3,SO,SOW,7463,Y
10332,1992,4,AP,APDPE,98,Y
10333,1992,4,AP,APDPW,11544,Y
10334,1992,4,AP,APEI,883,Y
10335,1992,4,AP,APPA,35,Y
10336,1992,4,SO,SONE,291,Y
10337,1992,4,SO,SOPA,177,Y
10338,1992,4,SO,SOW,30169,Y
10339,1992,5,AP,APBSW,445,Y
10340,1992,5,AP,APDPW,2371,Y
10341,1992,5,SG,SGE,15608,Y
10342,1992,5,SG,SGPA,179,Y
10343,1992,5,SO,SONE,150,Y
10344,1992,5,SO,SOPA,219,Y
10345,1992,5,SO,SOW,11511,Y
10346,1992,6,SG,SGE,20876,Y
10347,1992,6,SG,SGPA,106,Y
10348,1992,6,SG,SGW,1225,Y
10349,1992,6,SO,,330,N
10350,1992,7,SG,SGE,8044,Y
10351,1992,7,SG,SGPA,868,Y
10352,1992,7,SG,SGW,5832,Y
10353,1992,7,SS,SSPA,50,Y
10354,1992,8,SG,SGE,792,Y
10355,1992,8,SG,SGPA,45,Y
10356,1992,8,SG,SGW,6919,Y
10357,1992,9,AP,APPA,66,Y
10358,1992,9,SG,SGPA,61,Y
10359,1992,9,SG,SGW,3460,Y
10360,1992,10,AP,APEI,23,Y
10361,1992,10,AP,APPA,2662,Y
10362,1992,11,AP,APPA,1698,Y
10363,1992,12,AP,APPA,18,Y
10364,1992,12,SO,SOPA,72,Y
10365,1992,12,SO,SOW,56,Y
10366,1993,1,AP,APDPE,218,Y
10367,1993,1,AP,APDPW,2582,Y
10368,1993,1,AP,APW,3,Y
10369,1993,1,SO,SOPA,72,Y
10370,1993,1,SO,SOW,946,Y
10371,1993,2,AP,APDPE,282,Y
10372,1993,2,AP,APDPW,6473,Y
10373,1993,2,AP,APEI,190,Y
10374,1993,2,AP,APPA,19,Y
10375,1993,2,SO,SONE,50,Y
10376,1993,2,SO,SOW,729,Y
10377,1993,3,AP,APBSW,40,Y
10378,1993,3,AP,APDPE,30,Y
10379,1993,3,AP,APDPW,14422,Y
10380,1993,3,AP,APEI,2075,Y
10381,1993,3,SO,SOW,743,Y
10382,1993,4,AP,APBSW,5,Y
10383,1993,4,AP,APDPW,6809,Y
10384,1993,4,AP,APEI,100,Y
10385,1993,4,SG,SGE,674,Y
10386,1993,4,SO,SONE,4190,Y
10387,1993,4,SO,SOPA,449,Y
10388,1993,4,SO,SOW,247,Y
10389,1993,5,SG,SGE,1290,Y
10390,1993,5,SG,SGPA,8,Y
10391,1993,5,SO,SOW,1243,Y
10392,1993,6,SG,SGE,969,Y
10393,1993,6,SG,SGW,1077,Y
10394,1993,6,SO,SOPA,655,Y
10395,1993,6,SO,SOW,3218,Y
10396,1993,7,SG,SGE,320,Y
10397,1993,7,SG,SGPA,108,Y
10398,1993,7,SG,SGW,7827,Y
10399,1993,8,SG,SGW,1503,Y
10400,1993,9,SG,,881,N
10401,1993,10,SG,,84,N
10402,1994,1,AP,APDPE,508,Y
10403,1994,1,AP,APDPW,4188,Y
10404,1994,1,AP,APPA,5,Y
10405,1994,1,AP,APW,5,Y
10406,1994,2,AP,APBSW,140,Y
10407,1994,2,AP,APDPW,8353,Y
10408,1994,2,SG,,3,N
10409,1994,3,AP,APBSW,6,Y
10410,1994,3,AP,APDPE,195,Y
10411,1994,3,AP,APDPW,12357,Y
10412,1994,3,AP,APEI,401,Y
10413,1994,3,SO,SONE,147,Y
10414,1994,3,SO,SOSE,188,Y
10415,1994,3,SO,SOW,3156,Y
10416,1994,4,AP,APDPE,6,Y
10417,1994,4,AP,APDPW,1558,Y
10418,1994,4,AP,APEI,15285,Y
10419,1994,4,SO,SOPA,4,Y
10420,1994,4,SO,SOSE,12,Y
10421,1994,4,SO,SOW,5697,Y
10422,1994,5,AP,APDPW,117,Y
10423,1994,5,AP,APEI,1961,Y
10424,1994,5,SG,SGE,511,Y
10425,1994,5,SO,SOSE,1104,Y
10426,1994,5,SO,SOW,8613,Y
10427,1994,6,SG,SGE,7023,Y
10428,1994,6,SG,SGPA,382,Y
10429,1994,6,SG,SGW,5,Y
10430,1994,6,SO,SOW,340,Y
10431,1994,7,SG,SGE,8820,Y
10432,1994,7,SG,SGW,6,Y
10433,1994,8,SG,SGE,3551,Y
10434,1994,12,SO,SOW,862,Y
10435,1995,1,AP,APDPE,122,Y
10436,1995,1,AP,APDPW,3100,Y
10437,1995,1,AP,APEI,813,Y
10438,1995,1,AP,APPA,55,Y
10439,1995,1,SO,SOW,505,Y
10440,1995,2,AP,APDPE,143,Y
10441,1995,2,AP,APDPW,4459,Y
10442,1995,2,AP,APEI,1626,Y
10443,1995,2,AP,APPA,3316,Y
10444,1995,3,AP,APDPE,1797,Y
10445,1995,3,AP,APDPW,5334,Y
10446,1995,3,AP,APEI,1081,Y
10447,1995,3,AP,APPA,113,Y
10448,1995,3,SO,SONE,1273,Y
10449,1995,3,SO,SOW,7233,Y
10450,1995,4,AP,APEI,10269,Y
10451,1995,4,SO,SOSE,24,Y
10452,1995,4,SO,SOW,10683,Y
10453,1995,5,AP,APBSW,399,Y
10454,1995,5,AP,APDPE,582,Y
10455,1995,5,AP,APDPW,942,Y
10456,1995,5,AP,APEI,874,Y
10457,1995,5,SO,SOW,19161,Y
10458,1995,6,SG,SGE,21020,Y
10459,1995,6,SG,SGPA,72,Y
10460,1995,6,SG,SGW,120,Y
10461,1995,6,SO,SOPA,27,Y
10462,1995,6,SO,SOW,9064,Y
10463,1995,7,SG,SGE,24902,Y
10464,1995,7,SG,SGW,35,Y
10465,1995,8,SG,SGE,839,Y
10466,1995,8,SG,SGPA,87,Y
10467,1995,9,SG,SGE,207,Y
10468,1995,9,SG,SGW,138,Y
10469,1995,10,AP,APEI,142,Y
10470,1995,10,AP,APPA,831,Y
10471,1995,11,AP,APEI,226,Y
10472,1995,11,AP,APPA,1941,Y
10473,1995,12,AP,APDPE,384,Y
10474,1995,12,AP,APDPW,1559,Y
10475,1995,12,AP,APE,25,Y
10476,1995,12,AP,APEI,43,Y
10477,1995,12,AP,APPA,2237,Y
10478,1995,12,SO,SONE,3,Y
10479,1995,12,SO,SOPA,0,Y
10480,1995,12,SO,SOW,0,Y
10481,1996,1,AP,APDPE,120,Y
10482,1996,1,AP,APDPW,3357,Y
10483,1996,1,AP,APPA,527,Y
10484,1996,2,AP,APDPW,8004,Y
10485,1996,2,AP,APEI,2064,Y
10486,1996,2,AP,APPA,38,Y
10487,1996,3,AP,APDPE,276,Y
10488,1996,3,AP,APDPW,6606,Y
10489,1996,3,AP,APEI,3042,Y
10490,1996,3,AP,APPA,651,Y
10491,1996,3,SO,SOW,268,Y
10492,1996,4,AP,APDPE,470,Y
